run_date,rank,sport,keyword,volume,latest_month_volume,mom_change,three_month_vs_prior,six_month_vs_prior,api_trend,peak_month_volume,opportunity_score,source_seeds,hashtags,suggested_title,suggested_opening
2026-09-21,20,NFL,nfl 2026 draft picks,580.0,470.0,3.272727272727273,-0.8583162217659137,2.518987341772152,4.22,4300.0,65.9,nfl 2026,#Nfl2026DraftPicks #NFL #NFLFootball #Football #SportsAnalytics,Nfl 2026 Draft Picks — Model-Based Breakdown,"If you're searching for nfl 2026 draft picks, here's what our model says and where it differs from the market."
2026-09-21,21,NFL,nfl picks for this week,17800.0,1600.0,3.1025641025641026,0.71875,-0.9829160530191458,-0.97,48500.0,65.8,nfl picks,#NflPicksForThisWeek #NflPicksForThis #NFL #NFLFootball #Football,Nfl Picks For This Week — Model-Based Breakdown,"If you're searching for nfl picks for this week, here's what our model says and where it differs from the market."
2026-09-21,22,NFL,nfl picks this week,17800.0,1600.0,3.1025641025641026,0.71875,-0.9829160530191458,-0.97,48500.0,65.8,nfl picks,#NflPicksThisWeek #NFL #NFLFootball #Football #SportsAnalytics,Nfl Picks This Week — Model-Based Breakdown,"If you're searching for nfl picks this week, here's what our model says and where it differs from the market."
2026-09-21,23,NFL,nfl predictions week 1,5300.0,5300.0,7.03030303030303,14.55,-0.8901609424257507,-0.91,59300.0,65.6,nfl predictions,#NflPredictionsWeek1 #NFL #NFLFootball #Football #SportsAnalytics,Nfl Predictions Week 1: What Our Model Says,"If you're searching for nfl predictions week 1, here's what our model says and where it differs from the market."
2026-09-21,24,NFL,nfl predictions week one,5300.0,5300.0,7.03030303030303,14.55,-0.8901609424257507,-0.91,59300.0,65.6,nfl predictions,#NflPredictionsWeekOne #NFL #NFLFootball #Football #SportsAnalytics,Nfl Predictions Week One: What Our Model Says,"If you're searching for nfl predictions week one, here's what our model says and where it differs from the market."
2026-09-21,25,NFL,nfl predictions playoffs,59300.0,17800.0,0.8350515463917526,0.5324675324675324,-0.9007465218866644,-0.45,197000.0,65.4,nfl predictions,#NflPredictionsPlayoffs #NFL #NFLFootball #Football #SportsAnalytics,Nfl Predictions Playoffs: What Our Model Says,"If you're searching for nfl predictions playoffs, here's what our model says and where it differs from the market."
2026-09-21,26,NFL,nfl predictions today,9700.0,5300.0,36.857142857142854,6.746478873239436,-0.9481203007518797,-0.76,26500.0,65.4,nfl predictions,#NflPredictionsToday #NFL #NFLFootball #Football #SportsAnalytics,Nfl Predictions Today: What Our Model Says,"If you're searching for nfl predictions today, here's what our model says and where it differs from the market."
2026-09-21,27,NFL,nfl 2026 rankings,170.0,660.0,1.5384615384615385,1.7948717948717947,2.5238095238095237,21.0,660.0,65.2,nfl 2026,#Nfl2026Rankings #NFL #NFLFootball #Football #SportsAnalytics,Nfl 2026 Rankings: Data-Driven Breakdown,"If you're searching for nfl 2026 rankings, here's what our model says and where it differs from the market."
2026-09-21,28,NFL,nfl predictions,32400.0,26500.0,1.731958762886598,1.5200000000000002,-0.8058007566204288,-0.63,72100.0,65.1,nfl predictions,#NflPredictions #NFL #NFLFootball #Football #SportsAnalytics,Nfl Predictions: Data-Driven Breakdown,"If you're searching for nfl predictions, here's what our model says and where it differs from the market."
2026-09-21,29,NFL,game nfl,5988000.0,1467000.0,19.346740638002775,3.276083467094703,-0.9698020180985776,-0.89,16310000.0,64.6,nfl,#GameNfl #NFL #NFLFootball #Football #SportsAnalytics,Game Nfl: Data-Driven Breakdown,"If you're searching for game nfl, here's what our model says and where it differs from the market."
2026-09-21,30,NFL,nfl g,5988000.0,1467000.0,19.346740638002775,3.276083467094703,-0.9698020180985776,-0.89,16310000.0,64.6,nfl,#NflG #NFL #NFLFootball #Football #SportsAnalytics,Nfl G: Data-Driven Breakdown,"If you're searching for nfl g, here's what our model says and where it differs from the market."
2026-09-21,31,NFL,nfl spreads,26500.0,2900.0,5.170212765957447,1.7058823529411768,-0.983300198807157,-0.95,59300.0,64.5,nfl spreads,#NflSpreads #NFL #NFLFootball #Football #SportsAnalytics,Nfl Spreads: Data-Driven Breakdown,"If you're searching for nfl spreads, here's what our model says and where it differs from the market."
2026-09-21,32,NFL,nfl,24370000.0,13360000.0,6.442896935933148,0.9081391421816953,-0.9112883840083515,-0.75,66170000.0,63.9,nfl,#Nfl #NFLFootball #Football #SportsAnalytics,Nfl: Data-Driven Breakdown,"If you're searching for nfl, here's what our model says and where it differs from the market."
2026-09-21,33,NFL,nfl's,24370000.0,13360000.0,6.442896935933148,0.9081391421816953,-0.9112883840083515,-0.75,66170000.0,63.9,nfl,#NflS #NFL #NFLFootball #Football #SportsAnalytics,Nfl'S: Data-Driven Breakdown,"If you're searching for nfl's, here's what our model says and where it differs from the market."
2026-09-21,34,NFL,nfl picks week,17800.0,1600.0,3.1025641025641026,0.71875,-0.9829160530191458,-0.97,48500.0,63.8,nfl picks,#NflPicksWeek #NFL #NFLFootball #Football #SportsAnalytics,Nfl Picks Week — Model-Based Breakdown,"If you're searching for nfl picks week, here's what our model says and where it differs from the market."
2026-09-21,35,NFL,nfl odds,88400.0,14500.0,5.041666666666667,1.6805555555555554,-0.9727001133202844,-0.93,197000.0,63.7,nfl odds,#NflOdds #NFL #NFLFootball #Football #SportsAnalytics,Nfl Odds: Data-Driven Breakdown,"If you're searching for nfl odds, here's what our model says and where it differs from the market."
2026-09-21,36,NFL,nfl game,5988000.0,1467000.0,23.738617200674536,0.9586365841824358,-0.9638378626814335,-0.45,16310000.0,63.3,nfl,#NflGame #NFL #NFLFootball #Football #SportsAnalytics,Nfl Game: Data-Driven Breakdown,"If you're searching for nfl game, here's what our model says and where it differs from the market."
2026-09-21,37,CFB,college football,3276000.0,1467000.0,6.446700507614213,2.665306122448979,-0.9352719653424696,-0.8,7272000.0,63.2,college football,#CollegeFootball #CFB #Football #SportsAnalytics,College Football: Data-Driven Breakdown,"If you're searching for college football, here's what our model says and where it differs from the market."
2026-09-21,38,CFB,college football spreads,6500.0,2400.0,5.153846153846154,1.4218749999999996,-0.9442109285441345,-0.87,21700.0,62.9,college football spreads,#CollegeFootballSpreads #CollegeFootball #CFB #Football #SportsAnalytics,College Football Spreads: Data-Driven Breakdown,"If you're searching for college football spreads, here's what our model says and where it differs from the market."
2026-09-21,39,CFB,college football odds,17800.0,6500.0,4.416666666666667,2.5185185185185186,-0.9471225620033711,-0.87,48500.0,62.8,college football odds,#CollegeFootballOdds #CollegeFootball #CFB #Football #SportsAnalytics,College Football Odds: Data-Driven Breakdown,"If you're searching for college football odds, here's what our model says and where it differs from the market."
2026-09-21,40,NFL,nfl odds to win super bowl,1200.0,3500.0,1.9166666666666667,2.4502923976608186,-0.14876957494407164,0.84,3500.0,62.7,nfl odds,#NflOddsToWinSuperBowl #NflOddsToWin #NFL #NFLFootball #Football,Nfl Odds To Win Super Bowl: Data-Driven Breakdown,"If you're searching for nfl odds to win super bowl, here's what our model says and where it differs from the market."
2026-09-21,41,NFL,nfl odds to win superbowl,1200.0,3500.0,1.9166666666666667,2.4502923976608186,-0.14876957494407164,0.84,3500.0,62.7,nfl odds,#NflOddsToWinSuperbowl #NflOddsToWin #NFL #NFLFootball #Football,Nfl Odds To Win Superbowl: Data-Driven Breakdown,"If you're searching for nfl odds to win superbowl, here's what our model says and where it differs from the market."
2026-09-21,42,NFL,nfl predictions super bowl,2400.0,1000.0,2.225806451612903,1.1506849315068493,-0.9033613445378151,-0.58,9700.0,62.4,nfl predictions,#NflPredictionsSuperBowl #NFL #NFLFootball #Football #SportsAnalytics,Nfl Predictions Super Bowl: What Our Model Says,"If you're searching for nfl predictions super bowl, here's what our model says and where it differs from the market."
2026-09-21,43,NFL,nfl win totals,660.0,2400.0,1.8235294117647058,1.4000000000000001,0.7055016181229774,0.26,2400.0,62.2,nfl win totals,#NflWinTotals #NFL #NFLFootball #Football #SportsAnalytics,Nfl Win Totals: Data-Driven Breakdown,"If you're searching for nfl win totals, here's what our model says and where it differs from the market."
2026-09-21,44,CFB,cfb picks today,2900.0,1000.0,99.0,19.4,-0.9685571554510727,-0.85,11900.0,62.0,cfb picks,#CfbPicksToday #CollegeFootball #CFB #Football #SportsAnalytics,Cfb Picks Today — Model-Based Breakdown,"If you're searching for cfb picks today, here's what our model says and where it differs from the market."
2026-09-21,45,NFL,nfl predictions for 2026,50.0,170.0,1.4285714285714286,0.9333333333333335,3.399999999999999,16.0,170.0,62.0,nfl predictions,#NflPredictionsFor2026 #NFL #NFLFootball #Football #SportsAnalytics,Nfl Predictions For 2026: What Our Model Says,"If you're searching for nfl predictions for 2026, here's what our model says and where it differs from the market."
2026-09-21,46,NFL,nfl picks,48500.0,9700.0,7.083333333333333,-0.5061224489795919,-0.9348522605909576,-0.93,132000.0,61.6,nfl picks,#NflPicks #NFL #NFLFootball #Football #SportsAnalytics,Nfl Picks — Model-Based Breakdown,"If you're searching for nfl picks, here's what our model says and where it differs from the market."
2026-09-21,47,CFB,college football live,161000.0,59300.0,15.942857142857143,11.074074074074073,-0.9653989413840423,-0.89,655000.0,61.5,college football,#CollegeFootballLive #CollegeFootball #CFB #Football #SportsAnalytics,College Football Live: Data-Driven Breakdown,"If you're searching for college football live, here's what our model says and where it differs from the market."
2026-09-21,48,NFL,nfl picks 2026,210.0,310.0,1.8181818181818181,-0.5950413223140495,2.617021276595745,30.0,1000.0,61.4,nfl picks,#NflPicks2026 #NFL #NFLFootball #Football #SportsAnalytics,Nfl Picks 2026 — Model-Based Breakdown,"If you're searching for nfl picks 2026, here's what our model says and where it differs from the market."
2026-09-21,49,NFL,best nfl picks today,1000.0,580.0,57.0,2.157894736842105,-0.9383294301327088,-0.8,2900.0,61.3,nfl picks,#BestNflPicksToday #NFL #NFLFootball #Football #SportsAnalytics,Best Nfl Picks Today — Model-Based Breakdown,"If you're searching for best nfl picks today, here's what our model says and where it differs from the market."
2026-09-21,50,NFL,nfl odds las vegas,14500.0,2900.0,2.411764705882353,0.37283236994219654,-0.9524609148812971,-0.93,39600.0,60.7,nfl odds,#NflOddsLasVegas #NFL #NFLFootball #Football #SportsAnalytics,Nfl Odds Las Vegas: Data-Driven Breakdown,"If you're searching for nfl odds las vegas, here's what our model says and where it differs from the market."
